phenotype	description	variable_type	source	n_non_missing	n_missing	n_controls	n_cases	PHESANT_transformation	notes
20003_1141146188	Treatment/medication code: latanoprost	binary	phesant	361141	53	360416	725	20003_0 || CAT-MUL-BINARY-VAR 1141146188 || Indicator name x137_0_0 || Remove indicator var NAs: 53 || Remove indicator var <0: 0 || Removed 0 examples != 1141146188 but with missing value (<0) || sample 360416/725(361141) ||	Code for treatment Negative codes indicate free-text entry.
20003_1140875336	Treatment/medication code: nabumetone	binary	phesant	361141	53	360961	180	20003_0 || CAT-MUL-BINARY-VAR 1140875336 || Indicator name x137_0_0 || Remove indicator var NAs: 53 || Remove indicator var <0: 0 || Removed 0 examples != 1140875336 but with missing value (<0) || sample 360961/180(361141) ||	Code for treatment Negative codes indicate free-text entry.
20003_1140875420	Treatment/medication code: baclofen	binary	phesant	361141	53	360745	396	20003_0 || CAT-MUL-BINARY-VAR 1140875420 || Indicator name x137_0_0 || Remove indicator var NAs: 53 || Remove indicator var <0: 0 || Removed 0 examples != 1140875420 but with missing value (<0) || sample 360745/396(361141) ||	Code for treatment Negative codes indicate free-text entry.
20003_1140874370	Treatment/medication code: aciclovir	binary	phesant	361141	53	360855	286	20003_0 || CAT-MUL-BINARY-VAR 1140874370 || Indicator name x137_0_0 || Remove indicator var NAs: 53 || Remove indicator var <0: 0 || Removed 0 examples != 1140874370 but with missing value (<0) || sample 360855/286(361141) ||	Code for treatment Negative codes indicate free-text entry.
20003_1140888502	Treatment/medication code: amiodarone	binary	phesant	361141	53	360824	317	20003_0 || CAT-MUL-BINARY-VAR 1140888502 || Indicator name x137_0_0 || Remove indicator var NAs: 53 || Remove indicator var <0: 0 || Removed 0 examples != 1140888502 but with missing value (<0) || sample 360824/317(361141) ||	Code for treatment Negative codes indicate free-text entry.
20003_1141171948	Treatment/medication code: adcal 600mg chewable tablet	binary	phesant	361141	53	360090	1051	20003_0 || CAT-MUL-BINARY-VAR 1141171948 || Indicator name x137_0_0 || Remove indicator var NAs: 53 || Remove indicator var <0: 0 || Removed 0 examples != 1141171948 but with missing value (<0) || sample 360090/1051(361141) ||	Code for treatment Negative codes indicate free-text entry.
20003_1140911682	Treatment/medication code: selenium ace tablet	binary	phesant	361141	53	360638	503	20003_0 || CAT-MUL-BINARY-VAR 1140911682 || Indicator name x137_0_0 || Remove indicator var NAs: 53 || Remove indicator var <0: 0 || Removed 0 examples != 1140911682 but with missing value (<0) || sample 360638/503(361141) ||	Code for treatment Negative codes indicate free-text entry.
20003_1141177526	Treatment/medication code: esomeprazole	binary	phesant	361141	53	359937	1204	20003_0 || CAT-MUL-BINARY-VAR 1141177526 || Indicator name x137_0_0 || Remove indicator var NAs: 53 || Remove indicator var <0: 0 || Removed 0 examples != 1141177526 but with missing value (<0) || sample 359937/1204(361141) ||	Code for treatment Negative codes indicate free-text entry.
20003_1141179992	Treatment/medication code: dovobet ointment	binary	phesant	361141	53	360720	421	20003_0 || CAT-MUL-BINARY-VAR 1141179992 || Indicator name x137_0_0 || Remove indicator var NAs: 53 || Remove indicator var <0: 0 || Removed 0 examples != 1141179992 but with missing value (<0) || sample 360720/421(361141) ||	Code for treatment Negative codes indicate free-text entry.
20003_1140870422	Treatment/medication code: folic acid product	binary	phesant	361141	53	358117	3024	20003_0 || CAT-MUL-BINARY-VAR 1140870422 || Indicator name x137_0_0 || Remove indicator var NAs: 53 || Remove indicator var <0: 0 || Removed 0 examples != 1140870422 but with missing value (<0) || sample 358117/3024(361141) ||	Code for treatment Negative codes indicate free-text entry.
20003_1140883066	Treatment/medication code: insulin product	binary	phesant	361141	53	357596	3545	20003_0 || CAT-MUL-BINARY-VAR 1140883066 || Indicator name x137_0_0 || Remove indicator var NAs: 53 || Remove indicator var <0: 0 || Removed 0 examples != 1140883066 but with missing value (<0) || sample 357596/3545(361141) ||	Code for treatment Negative codes indicate free-text entry.
20003_1140862772	Treatment/medication code: loratadine	binary	phesant	361141	53	358517	2624	20003_0 || CAT-MUL-BINARY-VAR 1140862772 || Indicator name x137_0_0 || Remove indicator var NAs: 53 || Remove indicator var <0: 0 || Removed 0 examples != 1140862772 but with missing value (<0) || sample 358517/2624(361141) ||	Code for treatment Negative codes indicate free-text entry.
20003_1140863182	Treatment/medication code: nitrazepam	binary	phesant	361141	53	360915	226	20003_0 || CAT-MUL-BINARY-VAR 1140863182 || Indicator name x137_0_0 || Remove indicator var NAs: 53 || Remove indicator var <0: 0 || Removed 0 examples != 1140863182 but with missing value (<0) || sample 360915/226(361141) ||	Code for treatment Negative codes indicate free-text entry.
20003_1141175690	Treatment/medication code: actonel 5mg tablet	binary	phesant	361141	53	360840	301	20003_0 || CAT-MUL-BINARY-VAR 1141175690 || Indicator name x137_0_0 || Remove indicator var NAs: 53 || Remove indicator var <0: 0 || Removed 0 examples != 1141175690 but with missing value (<0) || sample 360840/301(361141) ||	Code for treatment Negative codes indicate free-text entry.
20003_1141150944	Treatment/medication code: nasonex 0.05% aqueous nasal spray	binary	phesant	361141	53	359315	1826	20003_0 || CAT-MUL-BINARY-VAR 1141150944 || Indicator name x137_0_0 || Remove indicator var NAs: 53 || Remove indicator var <0: 0 || Removed 0 examples != 1141150944 but with missing value (<0) || sample 359315/1826(361141) ||	Code for treatment Negative codes indicate free-text entry.
20003_1141192414	Treatment/medication code: crestor 10mg tablet	binary	phesant	361141	53	360905	236	20003_0 || CAT-MUL-BINARY-VAR 1141192414 || Indicator name x137_0_0 || Remove indicator var NAs: 53 || Remove indicator var <0: 0 || Removed 0 examples != 1141192414 but with missing value (<0) || sample 360905/236(361141) ||	Code for treatment Negative codes indicate free-text entry.
20003_1140884672	Treatment/medication code: fludrocortisone	binary	phesant	361141	53	360977	164	20003_0 || CAT-MUL-BINARY-VAR 1140884672 || Indicator name x137_0_0 || Remove indicator var NAs: 53 || Remove indicator var <0: 0 || Removed 0 examples != 1140884672 but with missing value (<0) || sample 360977/164(361141) ||	Code for treatment Negative codes indicate free-text entry.
20003_1140862572	Treatment/medication code: budesonide	binary	phesant	361141	53	360380	761	20003_0 || CAT-MUL-BINARY-VAR 1140862572 || Indicator name x137_0_0 || Remove indicator var NAs: 53 || Remove indicator var <0: 0 || Removed 0 examples != 1140862572 but with missing value (<0) || sample 360380/761(361141) ||	Code for treatment Negative codes indicate free-text entry.
20003_1140870570	Treatment/medication code: vitamin b12 preparation	binary	phesant	361141	53	360024	1117	20003_0 || CAT-MUL-BINARY-VAR 1140870570 || Indicator name x137_0_0 || Remove indicator var NAs: 53 || Remove indicator var <0: 0 || Removed 0 examples != 1140870570 but with missing value (<0) || sample 360024/1117(361141) ||	Code for treatment Negative codes indicate free-text entry.
20003_1140910814	Treatment/medication code: sodium thyroxine	binary	phesant	361141	53	360964	177	20003_0 || CAT-MUL-BINARY-VAR 1140910814 || Indicator name x137_0_0 || Remove indicator var NAs: 53 || Remove indicator var <0: 0 || Removed 0 examples != 1140910814 but with missing value (<0) || sample 360964/177(361141) ||	Code for treatment Negative codes indicate free-text entry.
20003_1140882782	Treatment/medication code: dermovate cream	binary	phesant	361141	53	360586	555	20003_0 || CAT-MUL-BINARY-VAR 1140882782 || Indicator name x137_0_0 || Remove indicator var NAs: 53 || Remove indicator var <0: 0 || Removed 0 examples != 1140882782 but with missing value (<0) || sample 360586/555(361141) ||	Code for treatment Negative codes indicate free-text entry.
20003_1140879760	Treatment/medication code: bisoprolol	binary	phesant	361141	53	355837	5304	20003_0 || CAT-MUL-BINARY-VAR 1140879760 || Indicator name x137_0_0 || Remove indicator var NAs: 53 || Remove indicator var <0: 0 || Removed 0 examples != 1140879760 but with missing value (<0) || sample 355837/5304(361141) ||	Code for treatment Negative codes indicate free-text entry.
20003_1140872290	Treatment/medication code: lamotrigine	binary	phesant	361141	53	360694	447	20003_0 || CAT-MUL-BINARY-VAR 1140872290 || Indicator name x137_0_0 || Remove indicator var NAs: 53 || Remove indicator var <0: 0 || Removed 0 examples != 1140872290 but with missing value (<0) || sample 360694/447(361141) ||	Code for treatment Negative codes indicate free-text entry.
20003_1141180212	Treatment/medication code: escitalopram	binary	phesant	361141	53	360488	653	20003_0 || CAT-MUL-BINARY-VAR 1141180212 || Indicator name x137_0_0 || Remove indicator var NAs: 53 || Remove indicator var <0: 0 || Removed 0 examples != 1141180212 but with missing value (<0) || sample 360488/653(361141) ||	Code for treatment Negative codes indicate free-text entry.
20003_1140873394	Treatment/medication code: doxycycline	binary	phesant	361141	53	360817	324	20003_0 || CAT-MUL-BINARY-VAR 1140873394 || Indicator name x137_0_0 || Remove indicator var NAs: 53 || Remove indicator var <0: 0 || Removed 0 examples != 1140873394 but with missing value (<0) || sample 360817/324(361141) ||	Code for treatment Negative codes indicate free-text entry.
20003_1140925800	Treatment/medication code: movicol oral powder	binary	phesant	361141	53	360010	1131	20003_0 || CAT-MUL-BINARY-VAR 1140925800 || Indicator name x137_0_0 || Remove indicator var NAs: 53 || Remove indicator var <0: 0 || Removed 0 examples != 1140925800 but with missing value (<0) || sample 360010/1131(361141) ||	Code for treatment Negative codes indicate free-text entry.
20003_1141188658	Treatment/medication code: asacol mr 400mg e/c tablet	binary	phesant	361141	53	360987	154	20003_0 || CAT-MUL-BINARY-VAR 1141188658 || Indicator name x137_0_0 || Remove indicator var NAs: 53 || Remove indicator var <0: 0 || Removed 0 examples != 1141188658 but with missing value (<0) || sample 360987/154(361141) ||	Code for treatment Negative codes indicate free-text entry.
20003_1140911730	Treatment/medication code: flax oil tablet	binary	phesant	361141	53	360543	598	20003_0 || CAT-MUL-BINARY-VAR 1140911730 || Indicator name x137_0_0 || Remove indicator var NAs: 53 || Remove indicator var <0: 0 || Removed 0 examples != 1140911730 but with missing value (<0) || sample 360543/598(361141) ||	Code for treatment Negative codes indicate free-text entry.
20003_1141146612	Treatment/medication code: calceos chewable tablet	binary	phesant	361141	53	360938	203	20003_0 || CAT-MUL-BINARY-VAR 1141146612 || Indicator name x137_0_0 || Remove indicator var NAs: 53 || Remove indicator var <0: 0 || Removed 0 examples != 1141146612 but with missing value (<0) || sample 360938/203(361141) ||	Code for treatment Negative codes indicate free-text entry.
20003_1140923572	Treatment/medication code: adipine mr 10 m/r tablet	binary	phesant	361141	53	361007	134	20003_0 || CAT-MUL-BINARY-VAR 1140923572 || Indicator name x137_0_0 || Remove indicator var NAs: 53 || Remove indicator var <0: 0 || Removed 0 examples != 1140923572 but with missing value (<0) || sample 361007/134(361141) ||	Code for treatment Negative codes indicate free-text entry.
20003_1141146138	Treatment/medication code: lipitor 10mg tablet	binary	phesant	361141	53	358557	2584	20003_0 || CAT-MUL-BINARY-VAR 1141146138 || Indicator name x137_0_0 || Remove indicator var NAs: 53 || Remove indicator var <0: 0 || Removed 0 examples != 1141146138 but with missing value (<0) || sample 358557/2584(361141) ||	Code for treatment Negative codes indicate free-text entry.
20003_1140870956	Treatment/medication code: alfacalcidol	binary	phesant	361141	53	360834	307	20003_0 || CAT-MUL-BINARY-VAR 1140870956 || Indicator name x137_0_0 || Remove indicator var NAs: 53 || Remove indicator var <0: 0 || Removed 0 examples != 1140870956 but with missing value (<0) || sample 360834/307(361141) ||	Code for treatment Negative codes indicate free-text entry.
20003_1141192410	Treatment/medication code: rosuvastatin	binary	phesant	361141	53	358914	2227	20003_0 || CAT-MUL-BINARY-VAR 1141192410 || Indicator name x137_0_0 || Remove indicator var NAs: 53 || Remove indicator var <0: 0 || Removed 0 examples != 1141192410 but with missing value (<0) || sample 358914/2227(361141) ||	Code for treatment Negative codes indicate free-text entry.
20003_1140866122	Treatment/medication code: bendrofluazide	binary	phesant	361141	53	359219	1922	20003_0 || CAT-MUL-BINARY-VAR 1140866122 || Indicator name x137_0_0 || Remove indicator var NAs: 53 || Remove indicator var <0: 0 || Removed 0 examples != 1140866122 but with missing value (<0) || sample 359219/1922(361141) ||	Code for treatment Negative codes indicate free-text entry.
20003_1141157486	Treatment/medication code: salbutamol product	binary	phesant	361141	53	360575	566	20003_0 || CAT-MUL-BINARY-VAR 1141157486 || Indicator name x137_0_0 || Remove indicator var NAs: 53 || Remove indicator var <0: 0 || Removed 0 examples != 1141157486 but with missing value (<0) || sample 360575/566(361141) ||	Code for treatment Negative codes indicate free-text entry.
20003_1140879404	Treatment/medication code: docusate sodium	binary	phesant	361141	53	360847	294	20003_0 || CAT-MUL-BINARY-VAR 1140879404 || Indicator name x137_0_0 || Remove indicator var NAs: 53 || Remove indicator var <0: 0 || Removed 0 examples != 1140879404 but with missing value (<0) || sample 360847/294(361141) ||	Code for treatment Negative codes indicate free-text entry.
20003_1140879430	Treatment/medication code: domperidone	binary	phesant	361141	53	360419	722	20003_0 || CAT-MUL-BINARY-VAR 1140879430 || Indicator name x137_0_0 || Remove indicator var NAs: 53 || Remove indicator var <0: 0 || Removed 0 examples != 1140879430 but with missing value (<0) || sample 360419/722(361141) ||	Code for treatment Negative codes indicate free-text entry.
20003_1140874420	Treatment/medication code: quinine	binary	phesant	361141	53	358712	2429	20003_0 || CAT-MUL-BINARY-VAR 1140874420 || Indicator name x137_0_0 || Remove indicator var NAs: 53 || Remove indicator var <0: 0 || Removed 0 examples != 1140874420 but with missing value (<0) || sample 358712/2429(361141) ||	Code for treatment Negative codes indicate free-text entry.
